Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
2622,Too Human,5,2008,4,Microsoft Game Studios,0.38,0.3,0.03,0.08
2623,Sid Meier's Civilization Revolution,6,2008,12,Take-Two Interactive,0.49,0.19,0.01,0.1
2624,NCAA Football 08,7,2007,1,Electronic Arts,0.65,0.03,0,0.11
2625,FIFA Soccer 2004,14,2003,1,Electronic Arts,0.24,0.49,0,0.05
2626,Personal Trainer: Walking,4,2008,1,Nintendo,0.22,0.32,0.17,0.07
2627,Naruto Shippuden: Ultimate Ninja Storm 2,5,2010,10,Namco Bandai Games,0.43,0.27,0.01,0.07
2628,PokePark 2: Wonders Beyond,1,2011,9,Nintendo,0.27,0.2,0.27,0.05
2629,Professor Layton and the Azran Legacy,10,2013,5,Nintendo,0,0.48,0.25,0.06
2630,Tom Clancy's Splinter Cell: Double Agent,5,2006,9,Ubisoft,0.67,0.05,0.01,0.06
2631,Yars' Revenge,16,1982,7,Atari,0.73,0.04,0,0.01
2632,Lips,5,2008,6,Microsoft Game Studios,0.12,0.56,0,0.1
2633,Secret Agent Barbie: Royal Jewels Mission,9,2002,2,Vivendi Games,0.56,0.21,0,0.01
2634,Metroid Prime Hunters,4,2006,7,Nintendo,0.58,0.04,0.11,0.06
2635,The 7th Guest,15,1992,11,Virgin Interactive,0.01,0.77,0,0
2636,Doom,13,1994,7,Infogrames,0.43,0.3,0,0.05
2637,Buzz! The Hollywood Quiz,7,2007,6,Sony Computer Entertainment,0.17,0,0,0.61
2638,Puzzler World,4,2009,5,Ubisoft,0.41,0.3,0,0.07
2639,My Little Pony: Pinkie Pie's Party,4,2008,11,THQ,0.72,0,0,0.06
2640,We Sing,1,2009,6,Nordic Games,0,0.69,0,0.09
2641,Marvel vs. Capcom: Clash of Super Heroes,13,1999,10,Capcom,0.43,0.3,0,0.05
2642,God of War Saga,6,2012,9,Sony Computer Entertainment,0.72,0,0,0.06
2643,Battle Stations,13,1997,12,Electronic Arts,0.43,0.29,0,0.05
2644,Tetris Party Deluxe,4,2010,5,Nintendo,0.29,0.3,0.12,0.07
2645,Pro Evolution Soccer 2016,11,2015,1,Konami Digital Entertainment,0.13,0.42,0.13,0.1
2646,Worms: Open Warfare,17,2006,12,THQ,0.11,0.43,0,0.24
2647,Star Wars Battlefront: Elite Squadron,17,2009,7,LucasArts,0.38,0.24,0,0.16
2648,UFC Personal Trainer: The Ultimate Fitness System,5,2011,1,THQ,0.53,0.19,0,0.06
2649,Resident Evil: Operation Raccoon City,5,2012,9,Capcom,0.55,0.15,0.03,0.06
2650,NBA 2K7,7,2006,1,Take-Two Interactive,0.65,0.02,0,0.11
2651,Need for Speed: ProStreet,17,2008,3,Electronic Arts,0.24,0.33,0.01,0.2
2652,Toy Story 3: The Video Game,5,2010,9,Disney Interactive Studios,0.41,0.29,0,0.07
2653,Torneko no Daibouken: Fushigi no Dungeon,8,1993,4,ChunSoft,0,0,0.78,0
2654,Jr. Pac-Man,16,1983,5,Atari,0.72,0.05,0,0.01
2655,James Bond 007: Nightfire,19,2002,7,Electronic Arts,0.6,0.16,0,0.02
2656,Banjo-Kazooie: Nuts & Bolts,5,2008,2,Microsoft Game Studios,0.32,0.36,0,0.09
2657,NBA ShootOut 98,13,1998,1,Sony Computer Entertainment,0.43,0.29,0,0.05
2658,Avatar: The Game,5,2009,9,Ubisoft,0.34,0.35,0,0.08
2659,Harry Potter and the Half-Blood Prince,1,2009,9,Electronic Arts,0.28,0.4,0,0.09
2660,DJ Hero,1,2009,6,Activision,0.47,0.23,0,0.07
2661,Perfect Dark Zero,5,2005,7,Microsoft Game Studios,0.66,0.02,0.03,0.06
2662,Galaxian,16,1982,7,Atari,0.72,0.05,0,0.01
2663,Andretti Racing,13,1996,3,Electronic Arts,0.43,0.29,0,0.05
2664,Caesars Palace 2000: Millennium Gold Edition,13,2000,6,Interplay,0.43,0.29,0,0.05
2665,Madden NFL 25,18,2013,1,Electronic Arts,0.67,0.05,0,0.05
2666,Air Raid,16,1981,9,Men-A-Vision,0.72,0.04,0,0.01
2667,Need For Speed: Undercover,17,2008,3,Electronic Arts,0.23,0.32,0.03,0.19
2668,Duke Nukem Forever,6,2011,7,Take-Two Interactive,0.33,0.31,0,0.12
2669,Freedom Wars,23,2014,4,Sony Computer Entertainment,0.22,0.14,0.32,0.1
2670,Marvel Nemesis: Rise of the Imperfects,7,2005,10,Electronic Arts,0.64,0.02,0,0.1
2671,Boxing,16,1980,10,Activision,0.72,0.04,0,0.01
2672,Need for Speed: Porsche Unleashed,13,1999,3,Electronic Arts,0.43,0.29,0,0.05
2673,Dragon Ball: Raging Blast,6,2009,10,Namco Bandai Games,0.37,0.19,0.11,0.1
2674,Crystal Castles,16,1983,9,Atari,0.72,0.04,0,0.01
2675,Conker's Bad Fur Day,12,2001,2,THQ,0.53,0.22,0,0.02
2676,Dragon Warrior I&II,3,1999,4,Enix Corporation,0,0,0.77,0
2677,Star Wars Episode II: Attack of the Clones,9,2002,9,THQ,0.55,0.2,0,0.01
2678,My Baby Girl,4,2008,8,Nobilis,0.61,0.1,0,0.06
2679,LEGO Batman 2: DC Super Heroes,4,2012,9,Warner Bros. Interactive Entertainment,0.43,0.27,0,0.06
2680,Twisted Metal: Head On,17,2005,9,Sony Computer Entertainment,0.71,0,0,0.06
2681,Conflict: Desert Storm II - Back to Bagdhad,7,2003,7,SCi,0.38,0.29,0,0.1
2682,Maximo: Ghosts to Glory,7,2001,2,Capcom,0.38,0.29,0,0.1
2683,Pokemon Dash,4,2004,3,Nintendo,0.21,0.14,0.38,0.04
2684,Donkey Kong Country 3,9,2005,2,Nintendo,0.45,0.17,0.14,0.01
2685,All-Star Baseball 2003,7,2002,1,Acclaim Entertainment,0.38,0.29,0,0.1
2686,Unlimited Saga,7,2002,4,Atari,0.1,0.08,0.56,0.03
2687,Cabela's Deer Hunt: 2004 Season,7,2003,1,Activision Value,0.37,0.29,0,0.1
2688,Sonic Unleashed,7,2008,2,Sega,0.37,0.04,0,0.36
2689,Formula 1,13,1996,3,Psygnosis,0.18,0.12,0.42,0.05
2690,Plants vs. Zombies: Garden Warfare,6,2014,7,Electronic Arts,0.22,0.4,0.01,0.14
2691,Raving Rabbids: Travel in Time,1,2010,11,Ubisoft,0.22,0.47,0,0.08
2692,The Sims 3,10,2011,8,Electronic Arts,0.3,0.37,0.03,0.07
2693,Driv3r,14,2004,3,Atari,0.36,0.38,0,0.03
2694,Mercenaries: Playground of Destruction,7,2005,9,LucasArts,0.64,0.02,0,0.1
2695,MTV Celebrity Deathmatch,7,2003,10,Gotham Games,0.37,0.29,0,0.1
2696,Street Fighter Alpha: Warriors' Dreams,13,1995,10,Virgin Interactive,0.17,0.11,0.43,0.05
2697,Mortal Kombat,23,2012,10,Warner Bros. Interactive Entertainment,0.47,0.18,0,0.12
2698,ISS Pro Evolution,13,1998,1,Konami Digital Entertainment,0,0,0.71,0.05
2699,Lost Planet 2,5,2010,7,Capcom,0.38,0.24,0.08,0.06
2700,SoulCalibur V,6,2012,10,Namco Bandai Games,0.35,0.24,0.07,0.1
2701,Portal 2,15,2011,7,Valve Software,0.33,0.32,0,0.11
2702,Super Monkey Ball: Touch & Roll,4,2005,6,Sega,0.7,0.01,0,0.06
2703,Pro Evolution Soccer 2015,11,2014,1,Konami Digital Entertainment,0.09,0.43,0.11,0.13
2704,Drawn to Life: The Next Chapter,1,2009,5,THQ,0.29,0.39,0,0.08
2705,The Lord of the Rings: Conquest,6,2009,9,Electronic Arts,0.38,0.26,0,0.12
2706,Final Fantasy II,2,1988,4,SquareSoft,0,0,0.76,0
2707,Tony Hawk's Pro Skater 2,12,2001,1,Activision,0.59,0.16,0,0.01
2708,Taiko no Tatsujin: Tatakon de Dodon ga Don,7,2002,6,Namco Bandai Games,0,0,0.76,0
2709,Mega Man Battle Network 6: Cybeast Falzar / Gregar,9,2005,4,Capcom,0.09,0.03,0.62,0.02
2710,Syphon Filter: The Omega Strain,7,2004,7,Sony Computer Entertainment,0.37,0.29,0,0.1
2711,FIFA Soccer 11,7,2010,1,Electronic Arts,0.11,0.29,0,0.36
2712,Deer Drive,1,2009,1,Big Ben Interactive,0.67,0.04,0,0.05
2713,Kane & Lynch: Dead Men,5,2007,7,Eidos Interactive,0.36,0.31,0.01,0.08
2714,Assassin's Creed: Revelations,15,2011,9,Ubisoft,0.14,0.48,0,0.14
2715,Mortal Kombat: Deception,14,2004,10,Midway Games,0.61,0.12,0,0.03
2716,Ace Attorney Investigations: Miles Edgeworth,4,2009,11,Capcom,0.27,0.15,0.3,0.04
2717,That's So Raven,9,2004,11,Disney Interactive Studios,0.54,0.2,0,0.01
2718,FIFA 15,1,2014,1,Electronic Arts,0.24,0.46,0,0.06
2719,Marvel vs. Capcom 2: New Age of Heroes,7,2002,10,Capcom,0.31,0.24,0.13,0.08
2720,Need for Speed: Shift,17,2009,3,Electronic Arts,0.16,0.38,0.01,0.21
2721,Kane & Lynch: Dead Men,6,2007,7,Eidos Interactive,0.29,0.32,0.01,0.13
2722,Dark Souls II,5,2014,4,Namco Bandai Games,0.48,0.2,0.01,0.06
2723,True Crime: New York City,7,2005,9,Activision,0.57,0.02,0.07,0.09
2724,Legends of Wrestling,7,2001,10,Acclaim Entertainment,0.37,0.29,0,0.1
2725,Rockstar Games presents Table Tennis,5,2006,1,Take-Two Interactive,0.28,0.39,0,0.09
2726,Monopoly Streets,1,2010,6,Electronic Arts,0.24,0.44,0,0.08
2727,Genji: Days of the Blade,6,2006,9,Sony Computer Entertainment,0.18,0.38,0.06,0.14
2728,Harvest Moon: Animal Parade,1,2008,8,Rising Star Games,0.6,0.09,0.02,0.05
2729,Final Fantasy Legend III,3,1991,4,SquareSoft,0,0,0.76,0
2730,Total War: Rome II,15,2013,12,Sega,0.12,0.53,0,0.11
2731,Rare Replay,18,2015,6,Microsoft Game Studios,0.47,0.21,0.01,0.07
2732,Spectrobes,4,2007,4,Disney Interactive Studios,0.67,0.03,0,0.06
2733,Wall-E,7,2008,2,THQ,0.21,0,0,0.54
2734,WWE SmackDown vs. Raw 2009,17,2008,10,THQ,0.41,0.21,0,0.14
2735,Band Hero,6,2009,6,Activision,0.41,0.24,0,0.11
2736,Mega Man X5,13,2000,2,Capcom,0.3,0.21,0.2,0.05
2737,Tearaway,23,2013,11,Sony Computer Entertainment Europe,0.17,0.39,0,0.19
2738,DJ Hero 2,6,2010,6,Activision,0.47,0.19,0,0.09
2739,The Godfather II,6,2009,9,Electronic Arts,0.41,0.22,0.01,0.11
2740,WWE SmackDown vs. Raw 2010,1,2009,10,THQ,0.51,0.17,0,0.07
2741,Turok,5,2008,9,Touchstone,0.46,0.21,0.01,0.07
2742,[Prototype 2],6,2012,9,Activision,0.36,0.28,0,0.11
2743,Shark Tale,7,2004,9,Activision,0.37,0.29,0,0.1
2744,San Francisco Rush: Extreme Racing,12,1997,3,GT Interactive,0.63,0.11,0,0.01
2745,The Amazing Spider-Man (Console Version),5,2012,9,Activision,0.43,0.26,0,0.06
2746,Zone of the Enders,7,2001,7,Konami Digital Entertainment,0.3,0.24,0.13,0.08
2747,Red Faction: Guerrilla,6,2009,7,THQ,0.33,0.28,0.02,0.12
2748,Street Fighter EX Plus Alpha,13,1997,10,Virgin Interactive,0.28,0.19,0.23,0.05
2749,Madden NFL 06,17,2005,1,Electronic Arts,0.69,0,0,0.06
2750,Coded Arms,17,2005,7,Konami Digital Entertainment,0.28,0.29,0,0.18
2751,Tony Hawk's Underground 2,14,2004,1,Activision,0.48,0.24,0,0.03
2752,Tales of Vesperia,5,2008,4,Atari,0.32,0.18,0.19,0.05
2753,X-Men Origins: Wolverine - Uncaged Edition,6,2009,9,Activision,0.31,0.32,0,0.13
2754,Madagascar: Escape 2 Africa,4,2008,9,Activision,0.42,0.26,0,0.07
2755,Split/Second,6,2010,3,Disney Interactive Studios,0.31,0.31,0.01,0.12
2756,Capcom vs. SNK 2: Mark of the Millennium 2001,7,2001,10,Capcom,0.22,0.17,0.3,0.06
2757,MVP 06 NCAA Baseball,7,2006,1,Electronic Arts,0.62,0.02,0,0.1
2758,Just Dance 2015,20,2014,6,Ubisoft,0.4,0.28,0,0.07
2759,Borderlands: The Pre-Sequel,5,2014,7,Take-Two Interactive,0.46,0.22,0.01,0.06
2760,LittleBigPlanet 3,6,2014,2,Sony Computer Entertainment,0.2,0.43,0.01,0.11
2761,Marvel: Ultimate Alliance 2,6,2009,4,Activision,0.49,0.16,0,0.09
2762,Sega Superstars Tennis,4,2008,1,Sega,0.29,0.37,0,0.08
2763,The Walking Dead: Season One,5,2012,11,Avanquest Software,0.55,0.14,0,0.05
2764,Ace Combat: Assault Horizon,6,2011,9,Namco Bandai Games,0.3,0.16,0.22,0.07
2765,Jump Ultimate Stars,4,2006,10,Nintendo,0,0,0.74,0
2766,Jampack Summer 2001,7,2001,6,Sony Computer Entertainment,0.36,0.28,0,0.1
2767,Resonance of Fate,6,2010,4,Sega,0.2,0.22,0.24,0.09
2768,Burnout,7,2001,3,Acclaim Entertainment,0.36,0.28,0,0.1
2769,Tom Clancy's Rainbow Six: Vegas,17,2007,7,Ubisoft,0.42,0.19,0,0.14
2770,Final Fantasy XIII-2,5,2011,4,Square Enix,0.36,0.3,0.02,0.06
2771,LEGO Batman 2: DC Super Heroes,10,2012,9,Warner Bros. Interactive Entertainment,0.41,0.27,0,0.06
2772,Mortal Kombat: Unchained,17,2006,10,Midway Games,0.67,0.01,0,0.06
2773,Mario & Luigi: Paper Jam,10,2015,4,Nintendo,0.16,0.3,0.25,0.04
2774,Yu-Gi-Oh! Dungeon Dice Monsters,9,2001,6,Konami Digital Entertainment,0.42,0.16,0.15,0.01
2775,Brink,6,2011,7,Bethesda Softworks,0.29,0.32,0.01,0.12
2776,LEGO Marvel Super Heroes,20,2013,9,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06
2777,Blur,6,2010,3,Activision,0.22,0.37,0.02,0.13
2779,Namco Museum Remix,1,2007,6,Atari,0.68,0,0,0.05
2780,Midnight Club 3: DUB Edition,14,2005,3,Take-Two Interactive,0.61,0.1,0,0.03
2781,Crysis 2,15,2011,9,Electronic Arts,0.16,0.45,0,0.13
2782,The Lord of the Rings: The Two Towers,9,2002,9,Electronic Arts,0.53,0.2,0,0.01
2783,Tiger Woods PGA Tour 2001,7,2001,1,Electronic Arts,0.36,0.28,0,0.09
2784,Indiana Jones and the Staff of Kings,1,2009,9,Activision,0.36,0.3,0,0.08
2785,Jet Moto 3,13,1999,3,Sony Computer Entertainment,0.41,0.28,0,0.05
2786,Naruto Shippuden: Ultimate Ninja Storm Generations,6,2012,10,Namco Bandai Games,0.27,0.25,0.14,0.08
2787,Unreal Championship,14,2002,7,Atari,0.59,0.12,0,0.03
2789,Pirates of the Caribbean: At World's End,6,2007,9,Disney Interactive Studios,0.17,0.41,0,0.15
2790,Tiger Woods PGA Tour 08,6,2007,1,Electronic Arts,0.22,0.38,0,0.14
2791,Persona 4: Arena,6,2012,10,Atlus,0.3,0.12,0.24,0.07
2792,Sword of Mana,9,2003,4,Nintendo,0.31,0.11,0.3,0.02
2793,Harvest Moon DS: Island of Happiness,4,2007,8,Rising Star Games,0.44,0.01,0.25,0.04
2794,Star Ocean: The Last Hope International,6,2010,4,Square Enix,0.28,0.16,0.22,0.08
2795,The Sims 2: Castaway,4,2007,8,Electronic Arts,0.63,0.05,0,0.06
2796,FIFA: Road to World Cup 98,13,1997,1,Electronic Arts,0.14,0.09,0.46,0.05
2797,Dragon Ball Z: Ultime Menace,8,1993,10,Namco Bandai Games,0,0,0.73,0
2798,Classic NES Series: Donkey Kong,9,2004,2,Nintendo,0.4,0.15,0.17,0.01
2799,Call of Duty: Ghosts,15,2013,7,Activision,0.23,0.41,0,0.09
2800,Yoshi,3,1991,5,Nintendo,0,0,0.73,0
2801,Mortal Kombat 4,12,1998,10,GT Interactive,0.55,0.17,0,0.01
2802,F1 2011,5,2011,3,Codemasters,0.11,0.51,0.01,0.09
2803,Madden NFL 10,1,2009,1,Electronic Arts,0.63,0.04,0,0.06
2804,Kirby: Canvas Curse,4,2005,2,Nintendo,0.37,0,0.32,0.04
2805,Croc 2,13,1999,2,Fox Interactive,0.41,0.28,0,0.05
2806,Practise English!,4,2007,6,Nintendo,0,0,0.73,0
2807,Oddworld: Munch's Oddysee,14,2001,2,Atari,0.54,0.16,0,0.03
2808,Berzerk,16,1981,7,Atari,0.68,0.04,0,0.01
2809,NHL 11,5,2010,1,Electronic Arts,0.61,0.07,0,0.05
2810,Dragon Age: Inquisition,15,2014,4,Electronic Arts,0.32,0.34,0,0.07
2811,iCarly,4,2009,11,Activision,0.67,0.01,0,0.05
2812,DiRT 3,5,2011,3,Codemasters,0.23,0.41,0.01,0.08
2813,NCAA Football 07,5,2006,1,Electronic Arts,0.67,0,0,0.06
2814,Just Dance Wii,1,2011,6,Nintendo,0,0,0.73,0
2815,Full Spectrum Warrior,14,2004,12,THQ,0.54,0.16,0,0.03
2816,Katamari Damacy,7,2004,5,Namco Bandai Games,0.47,0.02,0.17,0.08
2817,Beyblade VForce: Ultimate Blader Jam,9,2003,9,Atari,0.52,0.19,0,0.01
2818,Ratchet & Clank Collection,6,2012,9,Sony Computer Entertainment,0.47,0.14,0.02,0.09
2819,Avatar: The Game,1,2009,9,Ubisoft,0.33,0.32,0,0.08
2820,Shaun Palmer's Pro Snowboarder,7,2001,1,Codemasters,0.36,0.28,0,0.09
2821,MX vs. ATV Reflex,5,2009,3,THQ,0.52,0.15,0,0.06
2822,Imagine: Interior Designer,4,2008,8,Ubisoft,0.34,0.31,0,0.08
2823,SSX,5,2012,1,Electronic Arts,0.38,0.28,0,0.06
2824,Style Savvy: Trendsetters,10,2012,8,Nintendo,0.16,0.02,0.53,0.01
2825,James Bond 007: Agent Under Fire,19,2002,7,Electronic Arts,0.56,0.15,0,0.02
2826,XCOM: Enemy Unknown,15,2012,12,Take-Two Interactive,0.26,0.36,0,0.1
2827,Rabbids Go Home,4,2009,2,Ubisoft,0.35,0.3,0,0.07
2828,Star Wars Episode III: Revenge of the Sith,9,2005,9,Ubisoft,0.52,0.19,0,0.01
2829,Ultimate Spider-Man,7,2005,9,Activision,0.6,0.02,0,0.1
2830,FIFA Soccer 13,1,2012,9,Electronic Arts,0.19,0.46,0,0.08
2831,God Eater,17,2010,9,Unknown,0,0,0.72,0
2832,Final Fantasy XIV: A Realm Reborn,11,2014,4,Square Enix,0.32,0.22,0.08,0.1
2833,SD Gundam G Generation,13,1998,12,Namco Bandai Games,0,0,0.67,0.05
2834,Area 51,13,1996,7,GT Interactive,0.4,0.27,0,0.05
2835,NBA Live 08,7,2007,1,Electronic Arts,0.59,0.02,0.01,0.1
2836,Dead to Rights,14,2002,7,Electronic Arts,0.53,0.17,0,0.03
2837,Tiger Woods PGA Tour 07,7,2006,1,Electronic Arts,0.6,0.02,0,0.1
2838,Test Drive 6,13,1999,3,Atari,0.4,0.27,0,0.05
2839,Kouchuu Ouja Mushi King,9,2005,9,Sega,0,0,0.7,0.02
2841,Major League Baseball 2K7,5,2007,1,Spike,0.67,0,0,0.05
2842,X-Men: Mutant Academy 2,13,2001,10,Activision,0.4,0.27,0,0.05
2843,Terraria,5,2013,9,505 Games,0.35,0.31,0,0.06
2844,Jampack Winter 2001,7,2001,6,Sony Computer Entertainment,0.35,0.28,0,0.09
2845,Kangaroo,16,1982,2,Atari,0.67,0.04,0,0.01
2846,James Bond 007: Blood Stone,6,2010,7,Activision,0.18,0.38,0.02,0.13
2847,Ben 10: Protector of Earth,17,2007,9,D3Publisher,0.23,0.31,0,0.18
2848,Skate,5,2007,1,Electronic Arts,0.62,0.04,0,0.06
2849,Super Monkey Ball Jr.,9,2002,5,Atari,0.51,0.19,0,0.01
2850,Driver: San Francisco,5,2011,3,Ubisoft,0.25,0.39,0,0.08
2851,MLB 09: The Show,6,2009,1,Sony Computer Entertainment,0.66,0,0,0.05
2852,Monster Hunter Tri,20,2012,4,Nintendo,0.26,0.19,0.22,0.04
2853,Mobile Suit Gundam: Encounters in Space,7,2003,8,Namco Bandai Games,0.05,0.04,0.61,0.01
2854,Catherine,6,2011,11,Deep Silver,0.3,0.15,0.2,0.07
2855,Fear Effect,13,1998,9,Eidos Interactive,0.4,0.27,0,0.05
2856,FIFA Soccer 11,4,2010,1,Electronic Arts,0.13,0.5,0,0.09
2857,Crysis,15,2007,7,Electronic Arts,0,0.69,0,0.03
2858,Battlefield: Bad Company 2,15,2010,7,Electronic Arts,0.19,0.53,0,0
2859,The Lord of the Rings: The Two Towers,14,2002,9,Electronic Arts,0.45,0.24,0,0.03
2860,Madden NFL 2003,14,2002,1,Electronic Arts,0.67,0.02,0,0.03
2861,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,1,2007,4,Square Enix,0.18,0.01,0.5,0.02
2862,MLB 13: The Show,6,2013,1,Sony Computer Entertainment,0.66,0,0,0.05
2863,Omerta: City of Gangsters,5,2011,8,Konami Digital Entertainment,0.42,0.23,0,0.06
2864,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,11,2015,9,Square Enix,0.16,0.13,0.37,0.06
2865,Virtua Fighter 4: Evolution,7,2003,10,Sega,0.35,0.27,0,0.09
2866,Top Spin 4,6,2011,1,Take-Two Interactive,0.17,0.4,0,0.14
2867,Resident Evil: Survivor,13,2000,9,Eidos Interactive,0.23,0.15,0.29,0.05
2868,Dynasty Warriors 6,6,2007,9,Tecmo Koei,0.18,0.08,0.41,0.04
2869,Super Trucks Racing,7,2002,3,Jester Interactive,0.35,0.27,0,0.09
2870,Persona Q: Shadow of the Labyrinth,10,2014,4,Nippon Ichi Software,0.33,0.07,0.27,0.04
2871,Madden NFL 08,17,2007,1,Electronic Arts,0.6,0.04,0,0.07
2872,Godzilla: Destroy All Monsters Melee,19,2002,10,Atari,0.55,0.14,0,0.02
2873,Jeremy McGrath Supercross 2000,13,2000,3,Acclaim Entertainment,0.4,0.27,0,0.05
2874,Conker: Live And Reloaded,14,2005,11,Microsoft Game Studios,0.49,0.2,0,0.02
2875,Silent Hill 3,7,2003,9,Konami Digital Entertainment,0.35,0.27,0,0.09
2876,Madden NFL 09,17,2008,1,Electronic Arts,0.65,0,0,0.06
2877,Final Fantasy X/X-2 HD Remaster,11,2015,4,Square Enix,0.29,0.25,0.06,0.11
2878,Yu-Gi-Oh! The Falsebound Kingdom,19,2002,12,Konami Digital Entertainment,0.49,0.13,0.07,0.02
2879,LEGO Rock Band,1,2009,6,Warner Bros. Interactive Entertainment,0.42,0.22,0,0.07
2880,MLB 10: The Show,6,2010,1,Sony Computer Entertainment,0.66,0,0,0.05
2881,Spyro: Enter the Dragonfly,19,2002,2,Universal Interactive,0.55,0.14,0,0.02
2882,Scooby-Doo 2: Monsters Unleashed,9,2004,9,THQ,0.51,0.19,0,0.01
2883,Power Rangers: Dino Thunder,7,2004,9,THQ,0.35,0.27,0,0.09
2884,Rhythm Heaven: The Best+,10,2015,6,Nintendo,0,0,0.71,0
2885,LEGO Racers,12,1999,3,LEGO Media,0.51,0.18,0,0.01
2886,WWF Attitude,12,1999,10,Acclaim Entertainment,0.57,0.13,0,0.01
2887,Blast Corps,12,1997,9,Nintendo,0.39,0.09,0.17,0.06
2888,LEGO Harry Potter: Years 1-4,17,2010,9,Warner Bros. Interactive Entertainment,0.14,0.37,0,0.19
2889,Tactics Ogre: Let Us Cling Together,8,1995,4,Quest,0,0,0.71,0
2890,"WarioWare, Inc.: Mega Party Game$",19,2003,5,Nintendo,0.2,0.05,0.44,0.02
2891,Football Manager 2014,15,2013,1,Sega,0,0.6,0,0.1
2892,Battle Arena Toshinden 2,13,1995,10,Sony Computer Entertainment,0.15,0.1,0.41,0.05
2893,WWE SmackDown vs. Raw 2011,17,2010,10,THQ,0.22,0.31,0,0.17
2894,Jeopardy!,13,1997,6,Hasbro Interactive,0.39,0.27,0,0.05
2895,South Park,13,1998,7,Acclaim Entertainment,0.39,0.27,0,0.05
2896,Metal Gear Solid V: The Phantom Pain,18,2015,9,Konami Digital Entertainment,0.37,0.26,0.01,0.06
2897,Two Worlds,5,2007,4,SouthPeak Games,0.41,0.23,0,0.07
2898,Doom 3: Resurrection of Evil,14,2005,7,Activision,0.53,0.15,0,0.03
2899,NCAA Football 09,5,2008,1,Electronic Arts,0.65,0,0,0.05
2900,NBA Live 09,5,2008,1,Electronic Arts,0.5,0.14,0,0.07
2901,Ratchet & Clank: Into the Nexus,6,2013,7,Sony Computer Entertainment,0.3,0.29,0,0.11
2902,Spider-Man 2,17,2005,9,Activision,0.35,0.21,0,0.14
2903,2014 FIFA World Cup Brazil,6,2014,1,Electronic Arts,0.15,0.39,0.01,0.16
2904,London 2012: The Official Video Game of the Olympic Games,6,2012,1,Sega,0.06,0.5,0,0.15
2905,NHL 12,5,2011,1,Electronic Arts,0.55,0.1,0,0.05
2906,Tony Hawk's Underground,19,2003,1,Activision,0.54,0.14,0,0.02
2907,Infinite Undiscovery,5,2008,4,Square Enix,0.34,0.18,0.12,0.06
2908,Super Bomberman 3,8,1994,5,Hudson Soft,0,0,0.7,0
2909,Command & Conquer: Red Alert Retaliation,13,1998,12,Virgin Interactive,0.39,0.27,0,0.05
2910,The Sims 2: Apartment Pets,4,2008,8,Electronic Arts,0.32,0.31,0,0.07
2911,Star Wars: Obi-Wan,14,2001,9,Activision,0.52,0.16,0,0.02
2912,NCAA Football 08,5,2007,1,Electronic Arts,0.65,0,0,0.05
2913,Kill.Switch,7,2003,7,Sony Computer Entertainment,0.34,0.27,0,0.09
2914,Lalaloopsy,4,2011,8,Activision,0.54,0.1,0,0.06
2915,Madden NFL 2005,19,2004,1,Electronic Arts,0.54,0.14,0,0.02
2916,F-14 Tomcat,9,2001,9,Majesco Entertainment,0.5,0.19,0,0.01
2917,SplashDown,7,2001,3,Atari,0.34,0.27,0,0.09
2918,NCAA Football 98,13,1997,1,Electronic Arts,0.39,0.27,0,0.05
2919,Jade Empire,14,2005,4,Microsoft Game Studios,0.48,0.19,0,0.03
2920,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",6,2009,7,Activision,0.28,0.3,0,0.12
2921,The Sims 3,4,2010,8,Electronic Arts,0.39,0.25,0,0.06
2922,Skylanders: Trap Team,20,2014,9,Activision,0.39,0.25,0,0.06
2923,Prince of Persia: The Forgotten Sands,6,2010,9,Ubisoft,0.19,0.36,0.01,0.13
2924,Chocobo's Dungeon 2,13,1998,4,SquareSoft,0.04,0.03,0.58,0.05
2925,Advance Wars,9,2001,12,Nintendo,0.5,0.19,0,0.01
2926,Hannah Montana: The Movie,4,2009,11,Disney Interactive Studios,0.38,0.25,0,0.07
2927,World of Zoo,4,2009,8,THQ,0.43,0.2,0,0.06
2928,Ape Escape: On the Loose,17,2005,2,Sony Computer Entertainment,0.52,0.01,0.12,0.05
2929,NASCAR 2001,7,2000,3,Electronic Arts,0.34,0.27,0,0.09
2930,IL-2 Sturmovik: Birds of Prey,6,2009,8,505 Games,0.34,0.26,0,0.1
2931,Book of Spells,6,2012,9,Sony Computer Entertainment,0.13,0.4,0,0.16
2932,NCAA Football 2001,13,2000,1,Electronic Arts,0.39,0.26,0,0.05
2933,Mafia,7,2004,9,Illusion Softworks,0.34,0.27,0,0.09
2934,Mobile Suit Gundam: Journey to Jaburo,7,2000,8,Namco Bandai Games,0.16,0.13,0.36,0.04
2935,Metal Gear Solid V: The Phantom Pain,6,2015,9,Konami Digital Entertainment,0.21,0.18,0.22,0.08
2936,TimeSplitters 2,7,2002,7,Eidos Interactive,0.34,0.27,0,0.09
2937,MotionSports,5,2010,1,Ubisoft,0.38,0.26,0,0.06
